months_as_customer,age,policy_number,policy_bind_date,policy_state,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,insured_zip,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,capital-gains,capital-loss,incident_date,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_city,incident_location,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,auto_model,auto_year,fraud_reported,_c39
284,48,498140,1997-05-15,KA,500/1000,166000,63905.850000000006,0,605486,MALE,Masters,prof-specialty,movies,not-in-family,0,-3668600,2015-01-19,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,DL,Hillsdale,1012 5th Lane,16,2,?,2,3,NO,5058020,459820,919640,3678560,Audi,A3,2013,Y,
275,41,498875,1996-10-26,MH,100/300,166000,125721.76000000001,0,617970,MALE,High School,transport-moving,board-games,own-child,2963100,0,2015-02-02,Multi-vehicle Collision,Front Collision,Major Damage,Fire,DL,Northbrook,7477 MLK Drive,13,3,YES,0,1,?,4838900,483890,967780,3387230,Suburu,Legacy,2007,N,
153,34,798177,2006-03-04,TS,500/1000,83000,72512.12,332000000,432934,FEMALE,Associate,priv-house-serv,yachting,husband,66400,0,2015-01-30,Multi-vehicle Collision,Front Collision,Minor Damage,Other,TN,Columbus,9489 3rd St,9,3,NO,2,1,?,5677200,946200,946200,3784800,Ford,F150,2007,N,
134,32,614763,1991-01-02,TS,500/1000,41500,133831.69,0,456762,FEMALE,MD,other-service,yachting,own-child,3021200,0,2015-01-08,Single Vehicle Collision,Side Collision,Total Loss,Fire,UP,Springfield,2087 Apache Ave,2,1,?,2,1,YES,5331920,969440,969440,3393040,BMW,3 Series,2015,N,
31,36,679370,1999-08-15,TS,500/1000,166000,109413.92,747000000,601748,FEMALE,College,prof-specialty,kayaking,not-in-family,0,-6523800,2015-01-30,Parked Car,?,Trivial Damage,,WB,Arlington,5540 Sky St,9,1,NO,0,1,YES,390100,78020,39010,273070,Dodge,Neon,2002,N,
41,25,958857,1992-01-15,KA,100/300,83000,101826.89,0,607763,FEMALE,College,exec-managerial,exercise,not-in-family,0,-4656300,2015-01-07,Multi-vehicle Collision,Side Collision,Major Damage,Other,TN,Columbus,7238 2nd St,12,3,YES,2,0,?,3744960,0,468120,3276840,Accura,MDX,2011,Y,
127,29,686816,1999-12-07,MH,250/500,166000,110094.52,415000000,436973,FEMALE,High School,sales,board-games,own-child,0,0,2015-02-24,Multi-vehicle Collision,Front Collision,Total Loss,Fire,TN,Arlington,8442 Britain Hwy,12,2,YES,1,1,?,5556850,854900,854900,3847050,Saab,93,1995,N,
61,23,127754,1993-06-06,TS,250/500,166000,94356.89,332000000,471300,FEMALE,Associate,tech-support,exercise,own-child,0,-5179200,2015-02-02,Single Vehicle Collision,Side Collision,Major Damage,Police,DL,Columbus,1331 Britain Hwy,14,1,NO,0,3,?,8162220,742020,1484040,5936160,Honda,Accord,2004,Y,
207,42,918629,2000-10-03,TS,250/500,166000,109790.73999999999,0,453277,MALE,PhD,farming-fishing,yachting,own-child,4581600,0,2015-02-28,Parked Car,?,Trivial Damage,,WB,Springfield,5260 Francis Drive,9,1,NO,0,1,NO,489700,48970,48970,391760,BMW,X5,2007,N,
219,43,731450,2010-12-29,KA,100/300,83000,123109.75,0,465100,FEMALE,MD,exec-managerial,exercise,not-in-family,7528100,-1726400,2015-02-09,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,GJ,Riverwood,1135 Solo Lane,3,3,NO,1,1,?,5866440,488870,977740,4399830,Ford,Fusion,2009,N,
271,42,307447,1990-03-17,TS,100/300,41500,125769.9,0,603248,FEMALE,High School,machine-op-inspct,hiking,not-in-family,0,0,2015-01-19,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,TN,Northbend,9737 Solo Hwy,21,3,NO,1,0,NO,7778760,1414320,707160,5657280,Mercedes,ML350,2005,N,
80,25,992145,2012-03-01,TS,100/300,166000,89239.94,415000000,601112,FEMALE,PhD,armed-forces,exercise,husband,5619100,-4847200,2015-02-21,Vehicle Theft,?,Minor Damage,,MH,Northbrook,3289 Britain Drive,5,1,NO,2,0,YES,575190,104580,52290,418320,Toyota,Highlander,2001,N,
325,47,900628,2006-02-05,KA,500/1000,83000,140292.41,0,438830,FEMALE,Associate,protective-serv,hiking,not-in-family,5104500,0,2015-01-14,Single Vehicle Collision,Side Collision,Major Damage,Fire,UP,Springfield,6550 Andromedia St,11,1,YES,0,3,NO,6053190,550290,550290,4952610,Dodge,RAM,2006,Y,
29,25,235220,2014-11-01,TS,250/500,166000,112284.89,0,464959,MALE,Masters,farming-fishing,skydiving,own-child,0,-5951100,2015-01-22,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,TN,Hillsdale,1679 2nd Hwy,4,4,YES,1,2,YES,5385870,598430,598430,4189010,Nissan,Pathfinder,2013,Y,
295,48,740019,2009-06-17,MH,250/500,83000,95344.59,0,439787,FEMALE,College,machine-op-inspct,kayaking,wife,0,0,2015-02-22,Parked Car,?,Trivial Damage,,WB,Columbus,3998 Flute St,6,1,?,1,2,YES,448200,74700,74700,298800,Saab,95,1999,N,
239,42,246882,1999-09-20,TS,100/300,83000,80468.5,0,464839,MALE,College,exec-managerial,reading,not-in-family,0,0,2015-01-26,Vehicle Theft,?,Trivial Damage,,GJ,Northbrook,2430 MLK Ave,10,1,NO,0,0,?,464800,58100,58100,348600,Audi,A3,2007,N,
269,41,797613,1990-10-19,KA,100/300,41500,121497.06,0,448984,FEMALE,College,protective-serv,yachting,not-in-family,0,-6000900,2015-01-24,Single Vehicle Collision,Rear Collision,Minor Damage,Police,TN,Northbend,7717 Britain Hwy,23,1,YES,0,0,?,6581900,1316380,1316380,3949140,Saab,92x,2007,N,
80,27,193442,1996-08-05,TS,100/300,83000,122356.11,0,440327,FEMALE,College,tech-support,exercise,unmarried,0,0,2015-02-19,Single Vehicle Collision,Side Collision,Major Damage,Police,WB,Northbend,7773 Tree Hwy,13,1,YES,1,0,YES,4382400,876480,438240,3067680,Saab,95,2004,N,
279,41,389238,2001-06-06,TS,250/500,41500,124280.04999999999,0,460742,FEMALE,JD,prof-specialty,bungie-jumping,husband,3095900,-2631100,2015-01-29,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,GJ,Northbrook,2199 Texas Drive,16,3,?,2,3,NO,2390400,0,298800,2091600,Ford,Fusion,2013,N,
165,33,760179,2007-03-25,MH,100/300,83000,118452.62000000001,0,446895,FEMALE,Associate,tech-support,kayaking,other-relative,2929900,-4822300,2015-02-15,Parked Car,?,Minor Damage,Police,WB,Northbend,1028 Sky Lane,3,1,NO,1,1,NO,246510,27390,27390,191730,Toyota,Highlander,2008,N,
350,54,939905,2013-10-31,MH,500/1000,41500,124093.29999999999,0,609374,MALE,College,other-service,basketball,wife,4191500,0,2015-02-12,Multi-vehicle Collision,Side Collision,Total Loss,Police,TN,Northbend,4154 Lincoln Hwy,15,3,NO,0,0,?,7758840,1293140,646570,5819130,Chevrolet,Malibu,2014,N,
295,49,872814,1992-06-13,TS,100/300,41500,94754.45999999999,0,451672,MALE,College,prof-specialty,kayaking,husband,2846900,-2016900,2015-01-01,Vehicle Theft,?,Minor Damage,,WB,Columbus,8085 Andromedia St,4,1,YES,1,3,YES,358560,39840,39840,278880,Mercedes,E400,2002,N,
464,61,632627,1990-10-07,MH,500/1000,83000,93405.70999999999,0,604450,FEMALE,Associate,prof-specialty,basketball,husband,0,-4681200,2015-01-13,Multi-vehicle Collision,Rear Collision,Major Damage,Police,UP,Northbend,4793 4th Ridge,6,3,?,0,2,YES,6623400,551950,1655850,4415600,Saab,95,2000,Y,
118,28,283414,1991-12-28,KA,500/1000,166000,100210.87999999999,0,432896,FEMALE,High School,handlers-cleaners,camping,own-child,0,-4731000,2015-03-01,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,WB,Columbus,7428 Sky Hwy,22,2,NO,1,0,?,6158600,615860,1231720,4311020,Volkswagen,Passat,1997,N,
298,47,163161,1998-11-11,TS,500/1000,166000,111095.5,0,618929,FEMALE,PhD,machine-op-inspct,basketball,other-relative,2390400,0,2015-02-02,Single Vehicle Collision,Front Collision,Major Damage,Fire,DL,Northbrook,2306 5th Lane,1,1,?,0,0,?,5858970,901380,901380,4056210,Saab,93,2000,Y,
87,31,853360,2009-06-26,KA,500/1000,83000,89147.81,0,451312,FEMALE,Masters,sales,chess,husband,0,-3942500,2015-01-27,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,DL,Springfield,3052 Weaver Ridge,16,3,NO,0,3,YES,5058020,459820,919640,3678560,Nissan,Ultima,2006,Y,
261,42,776860,2009-01-11,MH,250/500,41500,111017.48,0,605141,FEMALE,College,prof-specialty,video-games,unmarried,0,0,2015-01-12,Single Vehicle Collision,Rear Collision,Minor Damage,Police,TN,Riverwood,5211 Weaver Drive,18,1,?,1,2,YES,6200100,620010,1240020,4340070,Dodge,RAM,2010,N,
453,60,149367,2003-03-18,KA,100/300,41500,107809.53000000001,498000000,459504,MALE,PhD,craft-repair,dancing,unmarried,4365800,-3220400,2015-01-06,Single Vehicle Collision,Front Collision,Major Damage,Fire,GJ,Springfield,7253 MLK St,0,1,YES,0,0,?,5810000,1162000,581000,4067000,Ford,F150,2015,Y,
210,41,395269,2012-11-02,TS,500/1000,41500,101488.25,0,432781,MALE,High School,exec-managerial,polo,other-relative,0,-3403000,2015-01-30,Multi-vehicle Collision,Rear Collision,Total Loss,Other,WB,Columbus,1454 5th Ridge,12,3,?,2,0,NO,6728810,1223420,1223420,4281970,BMW,X5,2001,N,
168,32,981123,2000-05-04,KA,100/300,83000,87940.16,0,452748,MALE,MD,protective-serv,camping,own-child,0,-3369800,2015-03-01,Multi-vehicle Collision,Side Collision,Major Damage,Other,UP,Hillsdale,5622 Best Ridge,13,2,?,1,1,?,4790760,1197690,798460,2794610,Saab,93,2007,N,
390,51,143626,1999-09-29,MH,250/500,166000,93323.54000000001,0,618316,MALE,Associate,armed-forces,reading,other-relative,0,0,2015-02-24,Vehicle Theft,?,Minor Damage,,UP,Northbrook,4574 Britain Hwy,9,1,YES,1,1,YES,587640,97940,97940,391760,Ford,F150,2001,N,
258,46,648397,1999-03-09,KA,100/300,83000,92160.70999999999,830000000,455365,MALE,MD,machine-op-inspct,hiking,other-relative,2855200,-4714400,2015-01-24,Multi-vehicle Collision,Side Collision,Total Loss,Other,DL,Riverwood,4539 Texas St,14,3,NO,0,1,?,3959100,395910,791820,2771370,Accura,MDX,1997,Y,
107,31,154982,1991-02-13,TS,500/1000,166000,114060.26000000001,0,470603,FEMALE,PhD,machine-op-inspct,bungie-jumping,other-relative,5146000,-5237300,2015-02-26,Single Vehicle Collision,Rear Collision,Minor Damage,Police,TN,Hillsdale,8118 Elm Ridge,16,1,NO,0,3,NO,4254580,773560,773560,2707460,Suburu,Legacy,2002,N,
225,41,330591,1993-08-05,MH,500/1000,166000,91597.14,0,475292,MALE,High School,exec-managerial,exercise,unmarried,3419600,-3004600,2015-01-19,Multi-vehicle Collision,Side Collision,Major Damage,Police,DL,Northbend,3814 Britain Drive,20,3,?,2,2,NO,5843200,531200,1062400,4249600,Toyota,Highlander,2011,Y,
164,38,319232,1997-10-31,TS,250/500,166000,105390.08,0,467743,FEMALE,PhD,transport-moving,yachting,not-in-family,3676900,0,2015-01-17,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,DL,Hillsdale,4614 MLK Ave,4,1,NO,1,3,YES,7470000,1494000,747000,5229000,Ford,Fusion,2015,N,
245,39,531640,2001-04-21,MH,250/500,41500,80077.56999999999,664000000,460675,FEMALE,Associate,adm-clerical,camping,husband,4814000,0,2015-02-20,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,DL,Arlington,1628 Best Drive,7,3,?,0,1,?,6044060,1098920,549460,4395680,BMW,3 Series,2010,N,
255,41,368050,2013-01-08,TS,500/1000,166000,96885.9,332000000,618123,MALE,High School,priv-house-serv,board-games,other-relative,0,0,2015-02-22,Single Vehicle Collision,Side Collision,Minor Damage,Fire,TN,Hillsdale,8381 Solo Hwy,22,1,NO,2,0,?,5751900,1150380,1150380,3451140,Volkswagen,Passat,2000,N,
206,36,253791,2009-07-23,TS,500/1000,41500,134912.35,332000000,607452,FEMALE,MD,other-service,video-games,other-relative,0,-4457100,2015-01-23,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,DL,Northbrook,2100 MLK St,11,1,NO,2,1,NO,6354480,1059080,1059080,4236320,Ford,Fusion,2008,Y,
203,38,155724,1998-02-20,TS,250/500,41500,115737.69,0,606352,FEMALE,Masters,other-service,skydiving,not-in-family,0,0,2015-01-31,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,UP,Columbus,5071 Flute Ridge,7,1,?,0,1,YES,4601520,0,511280,4090240,Nissan,Maxima,1999,Y,
22,25,824540,2008-03-13,MH,250/500,166000,87418.92,0,603527,FEMALE,College,prof-specialty,movies,other-relative,4241300,0,2015-01-05,Multi-vehicle Collision,Front Collision,Total Loss,Other,GJ,Arlington,7551 Britain Lane,0,4,YES,1,0,NO,6401790,711310,1422620,4267860,Accura,MDX,1995,N,
211,35,717392,1996-08-20,TS,100/300,41500,86382.25,0,445601,FEMALE,JD,prof-specialty,paintball,not-in-family,0,0,2015-02-03,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,WB,Northbend,2275 Best Lane,1,1,YES,1,1,?,3486000,581000,581000,2324000,BMW,X5,2011,N,
206,39,965768,2014-07-27,KA,250/500,83000,108099.20000000001,498000000,603948,MALE,JD,craft-repair,dancing,unmarried,3917600,-5785100,2015-02-17,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,DL,Hillsdale,1598 3rd Drive,12,3,NO,2,3,YES,3012900,273900,821700,1917300,Ford,Escape,2013,N,
166,38,414779,1992-11-09,TS,100/300,166000,131849.65,0,435758,MALE,MD,protective-serv,video-games,unmarried,4946800,-2664300,2015-01-09,Single Vehicle Collision,Side Collision,Total Loss,Other,WB,Columbus,7740 MLK St,8,1,NO,0,0,?,3346560,478080,478080,2390400,Suburu,Impreza,2001,N,
165,32,428230,2012-06-04,KA,500/1000,41500,116138.58,0,611586,FEMALE,High School,tech-support,exercise,own-child,5851500,0,2015-02-08,Parked Car,?,Minor Damage,Police,RJ,Northbrook,1240 Tree Lane,9,1,?,2,0,?,328680,27390,54780,246510,BMW,M5,1998,N,
274,43,517240,2001-05-13,MH,100/300,166000,112241.73,0,465263,MALE,College,farming-fishing,basketball,wife,3378100,-3925900,2015-02-06,Single Vehicle Collision,Front Collision,Major Damage,Fire,DL,Northbend,8983 Francis Ridge,22,1,YES,0,3,YES,5298720,883120,883120,3532480,BMW,X5,2006,Y,
81,28,469874,2011-09-17,TS,250/500,83000,94537.0,498000000,617858,FEMALE,Masters,sales,sleeping,husband,3519200,0,2015-01-14,Multi-vehicle Collision,Front Collision,Major Damage,Fire,TN,Northbend,7756 Solo Drive,0,3,?,1,2,?,3712590,412510,412510,2887570,Saab,92x,2000,Y,
280,45,718428,2011-07-15,KA,250/500,83000,116006.61,0,607889,MALE,JD,machine-op-inspct,camping,wife,4805700,0,2015-01-22,Multi-vehicle Collision,Front Collision,Minor Damage,Other,DL,Arlington,9034 Weaver Ridge,0,3,YES,1,2,NO,7031760,1171960,1171960,4687840,Ford,Escape,1999,N,
194,39,620215,2005-07-27,KA,250/500,41500,68323.11,0,455689,MALE,Masters,adm-clerical,paintball,own-child,0,0,2015-02-23,Multi-vehicle Collision,Front Collision,Major Damage,Other,WB,Columbus,1126 Texas Hwy,3,3,?,2,2,NO,5104500,510450,1020900,3573150,Dodge,RAM,2012,N,
112,27,618659,2005-10-18,MH,100/300,41500,80105.79,0,450341,FEMALE,Masters,tech-support,exercise,unmarried,4980000,-4548400,2015-02-22,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,GJ,Arlington,2808 Elm St,21,3,?,0,1,?,4233000,705500,705500,2822000,Nissan,Pathfinder,2013,N,
24,33,649082,1996-01-19,TS,500/1000,83000,159595.72,0,431277,FEMALE,High School,machine-op-inspct,skydiving,wife,0,-3751600,2015-01-24,Single Vehicle Collision,Side Collision,Total Loss,Police,WB,Northbend,5061 Francis Ave,0,1,?,2,1,NO,3884400,388440,776880,2719080,Jeep,Wrangler,2002,N,
93,32,437573,2005-09-29,MH,250/500,166000,134860.06,0,454656,MALE,PhD,exec-managerial,basketball,unmarried,5419900,-5444800,2015-02-09,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,WB,Northbend,4965 MLK Drive,16,1,?,1,1,?,6483960,1440880,720440,4322640,BMW,3 Series,2006,N,
171,34,964657,1997-02-18,KA,250/500,166000,106011.75,0,605169,FEMALE,College,exec-managerial,yachting,other-relative,7046700,0,2015-01-19,Single Vehicle Collision,Rear Collision,Major Damage,Police,DL,Springfield,8668 Flute St,14,1,NO,1,2,?,5743600,1148720,574360,4020520,Volkswagen,Passat,1996,Y,
200,40,932502,2010-05-11,TS,100/300,83000,119465.21999999999,0,444822,FEMALE,High School,sales,exercise,other-relative,3759900,-1693200,2015-01-01,Vehicle Theft,?,Minor Damage,Police,UP,Riverwood,2577 Washington Drive,9,1,?,0,0,NO,306270,34030,34030,238210,Ford,Escape,2015,N,
120,28,434507,2009-02-06,TS,250/500,83000,106345.41,0,447442,FEMALE,PhD,tech-support,golf,not-in-family,5718700,0,2015-01-07,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,TN,Springfield,7709 Rock Lane,9,3,NO,0,3,?,5436500,543650,543650,4349200,BMW,X5,2010,N,
325,46,935277,2013-07-09,TS,500/1000,41500,111952.89,0,474360,FEMALE,High School,prof-specialty,basketball,wife,3842900,-6432500,2015-02-01,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,GJ,Springfield,9358 Texas Ridge,21,3,?,1,2,YES,6317960,1148720,574360,4594880,Toyota,Camry,1999,N,
124,32,756054,1992-06-06,TS,250/500,83000,99446.45000000001,0,447925,FEMALE,MD,other-service,hiking,not-in-family,0,-3585600,2015-02-21,Multi-vehicle Collision,Front Collision,Total Loss,Other,UP,Springfield,8080 Oak Lane,19,3,NO,0,2,YES,6105480,1017580,1017580,4070320,BMW,X5,1995,N,
211,35,682387,1998-03-08,MH,100/300,166000,101361.26000000001,0,451586,MALE,Masters,machine-op-inspct,camping,other-relative,6308000,0,2015-01-21,Single Vehicle Collision,Rear Collision,Total Loss,Police,DL,Northbend,6408 Weaver Ridge,2,1,YES,0,1,?,4318490,785180,392590,3140720,Mercedes,E400,2008,N,
287,41,456604,2004-03-29,TS,500/1000,166000,80405.42,0,477519,MALE,Masters,transport-moving,video-games,wife,0,-4067000,2015-01-19,Vehicle Theft,?,Trivial Damage,,TN,Northbrook,5532 Weaver Ridge,9,1,?,2,3,?,429110,39010,78020,312080,Suburu,Forrestor,2001,N,
122,34,139872,2006-06-01,KA,250/500,83000,101318.93000000001,0,603639,MALE,PhD,machine-op-inspct,video-games,own-child,4863800,-2382100,2015-02-27,Parked Car,?,Minor Damage,,TN,Northbend,9101 2nd Hwy,5,1,?,2,1,YES,679770,156870,104580,418320,Chevrolet,Silverado,2013,N,
22,29,354105,1994-06-08,KA,250/500,166000,102805.45999999999,498000000,463993,MALE,MD,exec-managerial,yachting,other-relative,0,-4664600,2015-02-14,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,TN,Springfield,8576 Andromedia St,14,1,?,2,3,?,5876400,587640,1175280,4113480,Accura,MDX,2012,Y,
106,31,165485,1998-02-12,TS,500/1000,166000,109622.25,0,441491,FEMALE,JD,farming-fishing,video-games,wife,4490300,0,2015-02-01,Multi-vehicle Collision,Rear Collision,Total Loss,Police,WB,Springfield,6315 2nd Lane,20,3,?,0,3,YES,3787290,420810,420810,2945670,Accura,MDX,2011,N,
398,58,515050,2000-11-16,MH,100/300,41500,82251.34,0,469429,FEMALE,Associate,exec-managerial,cross-fit,wife,0,-4805700,2015-02-02,Single Vehicle Collision,Front Collision,Major Damage,Police,GJ,Northbrook,1536 Flute Drive,18,1,YES,2,1,?,8243560,634120,1268240,6341200,Accura,TL,2002,Y,
214,41,795686,2004-10-24,TS,500/1000,41500,116076.33,332000000,472214,MALE,Masters,tech-support,polo,not-in-family,0,-4739300,2015-02-01,Multi-vehicle Collision,Side Collision,Major Damage,Fire,GJ,Northbend,4672 MLK St,13,3,?,2,0,NO,5312000,1062400,531200,3718400,BMW,X6,1996,Y,
209,38,395983,2009-11-08,MH,100/300,41500,112471.64,0,614945,FEMALE,MD,other-service,golf,other-relative,4822300,0,2015-01-19,Single Vehicle Collision,Front Collision,Minor Damage,Fire,WB,Northbrook,2204 Washington Lane,21,1,?,1,1,?,3925900,392590,392590,3140720,Nissan,Pathfinder,2014,N,
82,27,119513,1996-09-21,TS,100/300,83000,114914.33,0,476727,MALE,PhD,adm-clerical,reading,not-in-family,1087300,-3170600,2015-02-18,Single Vehicle Collision,Rear Collision,Major Damage,Other,TN,Springfield,9484 Pine Drive,14,1,NO,2,3,?,5949440,743680,743680,4462080,Volkswagen,Jetta,2007,Y,
193,41,217938,1995-07-16,MH,250/500,41500,70303.48999999999,0,438555,FEMALE,JD,craft-repair,skydiving,not-in-family,0,0,2015-02-08,Single Vehicle Collision,Side Collision,Major Damage,Other,TN,Springfield,5431 3rd Ridge,1,1,?,1,0,YES,9322560,1434240,1434240,6454080,Suburu,Impreza,2011,Y,
134,32,203914,2001-06-09,MH,100/300,83000,83004.98,0,440961,FEMALE,PhD,farming-fishing,base-jumping,wife,0,0,2015-01-09,Single Vehicle Collision,Side Collision,Total Loss,Other,DL,Columbus,7121 Britain Drive,17,1,?,1,0,?,6865760,624160,1248320,4993280,Audi,A3,2014,N,
288,45,565157,2002-10-06,TS,100/300,83000,86876.93000000001,0,616714,MALE,Masters,priv-house-serv,polo,husband,0,0,2015-02-27,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,GJ,Hillsdale,8586 1st Ridge,4,3,?,2,1,?,3988980,886440,443220,2659320,Mercedes,C300,2009,N,
104,32,904191,1997-07-14,KA,250/500,41500,96116.48999999999,0,434247,MALE,High School,exec-managerial,kayaking,own-child,2647700,-3701800,2015-01-08,Multi-vehicle Collision,Rear Collision,Total Loss,Police,DL,Riverwood,7582 Pine Drive,23,3,YES,1,3,YES,5276310,811740,811740,3652830,Volkswagen,Jetta,2006,Y,
431,54,419510,1994-11-11,MH,100/300,83000,113898.41,0,436547,FEMALE,Masters,craft-repair,paintball,own-child,1460800,0,2015-01-08,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,WB,Columbus,1388 Embaracadero Hwy,13,3,NO,2,3,?,5248920,874820,874820,3499280,Suburu,Forrestor,1997,N,
101,33,575000,2012-06-23,MH,100/300,83000,87402.31999999999,581000000,619540,FEMALE,Masters,other-service,reading,own-child,4316000,-3693500,2015-02-24,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,GJ,Northbrook,5621 4th Ave,20,3,NO,1,3,?,4501920,750320,750320,3001280,Saab,93,2013,Y,
375,50,120485,2007-02-18,MH,100/300,83000,105857.37000000001,0,466283,MALE,Associate,sales,bungie-jumping,other-relative,0,0,2015-02-12,Single Vehicle Collision,Front Collision,Major Damage,Police,DL,Riverwood,8150 Washington Ridge,16,1,YES,2,3,NO,3094240,0,0,3094240,Audi,A5,1996,Y,
461,61,781181,2005-06-27,MH,100/300,166000,116428.25,0,449557,MALE,JD,exec-managerial,exercise,husband,0,0,2015-02-18,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,DL,Columbus,4268 2nd Ave,10,3,?,2,1,YES,5984300,598430,1196860,4189010,Jeep,Wrangler,2006,N,
428,59,299796,1999-09-29,KA,250/500,41500,111581.87999999999,581000000,473329,FEMALE,JD,prof-specialty,hiking,other-relative,0,0,2015-02-06,Parked Car,?,Minor Damage,,WB,Northbend,6375 2nd Lane,8,1,?,2,3,NO,539500,107900,53950,377650,Saab,92x,2013,N,
